"conduct_after","yhat","predictors","model","index"
28.7,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
55.7142857142857,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
82.7285714285714,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
109.742857142857,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
136.757142857143,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
163.771428571429,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
190.785714285714,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
217.8,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
244.814285714286,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
271.828571428571,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
298.842857142857,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
325.857142857143,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
352.871428571429,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
379.885714285714,726.008021457985,"conduct_after","all predictors w/o coordinates","abundance"
406.9,727.701503375302,"conduct_after","all predictors w/o coordinates","abundance"
433.914285714286,767.924007249915,"conduct_after","all predictors w/o coordinates","abundance"
460.928571428571,797.696088528288,"conduct_after","all predictors w/o coordinates","abundance"
487.942857142857,797.696088528288,"conduct_after","all predictors w/o coordinates","abundance"
514.957142857143,797.696088528288,"conduct_after","all predictors w/o coordinates","abundance"
541.971428571429,797.696088528288,"conduct_after","all predictors w/o coordinates","abundance"
568.985714285714,797.696088528288,"conduct_after","all predictors w/o coordinates","abundance"
596,797.696088528288,"conduct_after","all predictors w/o coordinates","abundance"
