"z","yhat","predictors","model","index"
229.672,1.26422683153026,"z","sampling w/o coordinates","shannon_index"
253.0755,2.61879846950372,"z","sampling w/o coordinates","shannon_index"
276.479,2.61728575439365,"z","sampling w/o coordinates","shannon_index"
299.8825,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
323.286,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
346.6895,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
370.093,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
393.4965,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
416.9,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
440.3035,2.61776312081902,"z","sampling w/o coordinates","shannon_index"
463.707,2.61359839472506,"z","sampling w/o coordinates","shannon_index"
487.1105,2.64347539897318,"z","sampling w/o coordinates","shannon_index"
510.514,2.64347539897318,"z","sampling w/o coordinates","shannon_index"
533.9175,2.63427346999998,"z","sampling w/o coordinates","shannon_index"
557.321,2.63388705971064,"z","sampling w/o coordinates","shannon_index"
580.7245,2.6352645445753,"z","sampling w/o coordinates","shannon_index"
604.128,2.78063459804764,"z","sampling w/o coordinates","shannon_index"
627.5315,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
650.935,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
674.3385,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
697.742,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
721.1455,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
744.549,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
767.9525,2.75608372577915,"z","sampling w/o coordinates","shannon_index"
791.356,2.49563067765148,"z","sampling w/o coordinates","shannon_index"
814.7595,2.49563067765148,"z","sampling w/o coordinates","shannon_index"
838.163,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
861.5665,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
884.97,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
908.3735,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
931.777,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
955.1805,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
978.584,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1001.9875,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1025.391,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1048.7945,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1072.198,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1095.6015,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1119.005,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1142.4085,2.74492586183327,"z","sampling w/o coordinates","shannon_index"
1165.812,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1189.2155,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1212.619,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1236.0225,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1259.426,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1282.8295,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1306.233,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1329.6365,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1353.04,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1376.4435,2.68923695192293,"z","sampling w/o coordinates","shannon_index"
1399.847,2.08699680354308,"z","sampling w/o coordinates","shannon_index"
