"conduct_during","yhat","predictors","model","index"
28.7,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
60.8941176470588,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
93.0882352941176,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
125.282352941176,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
157.476470588235,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
189.670588235294,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
221.864705882353,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
254.058823529412,0.574048443179991,"conduct_during","sampling w/o coordinates","k_index"
286.252941176471,0.540565118814508,"conduct_during","sampling w/o coordinates","k_index"
318.447058823529,0.524629496952036,"conduct_during","sampling w/o coordinates","k_index"
350.641176470588,0.523683273078253,"conduct_during","sampling w/o coordinates","k_index"
382.835294117647,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
415.029411764706,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
447.223529411765,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
479.417647058823,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
511.611764705882,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
543.805882352941,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
576,0.522562184647002,"conduct_during","sampling w/o coordinates","k_index"
