"q_during","yhat","predictors","model","index"
2.3,2.53462342636367,"q_during","sampling w/o coordinates","shannon_index"
7.43076923076923,2.51451030985131,"q_during","sampling w/o coordinates","shannon_index"
12.5615384615385,2.50805106889931,"q_during","sampling w/o coordinates","shannon_index"
17.6923076923077,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
22.8230769230769,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
27.9538461538462,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
33.0846153846154,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
38.2153846153846,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
43.3461538461538,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
48.4769230769231,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
53.6076923076923,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
58.7384615384615,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
63.8692307692308,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
69,2.50052529458885,"q_during","sampling w/o coordinates","shannon_index"
